Price,$ per sqr meter,Boat Type,Manufacturer,Type,Year Built,Length,Width,Meter Squared,Material,Location,Number of views last 7 days,Latitude,Longitude
116620,2348.132488,Motor Yacht,Sessa power boats,"Used boat,Diesel",2006,12.9,3.85,49.665,GRP,Italy Ã‚Â» Friuli-Venezia Giulia,75,46.2259177,13.1033646
116620,3126.642144,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,10.78,3.46,37.2988,GRP,Croatia (Hrvatska),39,45.1,15.2
116620,6090.198864,Pilothouse,Aquador power boats,"new boat on order,Unleaded",2020,7.48,2.56,19.1488,GRP,Germany Ã‚Â» Traben-Trabach,277,49.9468071,7.111313
116620,2310.642986,Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,12.28,4.11,50.4708,GRP,Germany Ã‚Â» Brandenburg Ã‚Â» Berlin / Brandenburg,125,52.4938053,13.4552919
116620,5151.833756,"Motor Yacht,Sport Boat",Crownline power boats,"Used boat,Unleaded",2017,8.74,2.59,22.6366,GRP,Croatia (Hrvatska) Ã‚Â» Rab,243,45.1,15.2
116130,5891.484666,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,7.73,2.55,19.7115,GRP,Germany Ã‚Â» Rheinland-Pfalz Ã‚Â» Worms,66,49.6341372,8.3507182
116480,4177.425833,Sport Boat,Windy power boats,"Used boat,Unleaded",2000,9.42,2.96,27.8832,GRP,Switzerland Ã‚Â» Stansstad,232,46.977594,8.3374207
115640,3010.517547,Motor Yacht,Elan power boats,"Used boat,Diesel",2008,10.67,3.6,38.412,GRP,Croatia (Hrvatska),140,45.1,15.2
258000,5756.936774,Motor Yacht,Cranchi power boats,Used boat,2005,12.99,3.45,44.8155,GRP,Denmark Ã‚Â» ÃƒÂ˜stjylland,108,56.26392,9.501785
114569,6546.8,Sport Boat,Bryant Boats power boats,"new boat from stock,Unleaded",2019,7,2.5,17.5,GRP,Switzerland Ã‚Â» Uznach,785,47.2243722,8.9841417
114569,2665.759226,"Bowrider,Motor Yacht,Sport Boat",Windy power boats,"Used boat,Diesel",2002,12.35,3.48,42.978,GRP,Switzerland Ã‚Â» Lago Maggiore Ã‚Â» 6600 Locarno,2261,46.1663212,8.787655
115115,6351.172414,Sport Boat,A. Mostes power boats,"Display Model,Unleaded",2019,7.25,2.5,18.125,GRP,Switzerland Ã‚Â» Lago Maggiore Ã‚Â» Lago Maggiore,311,45.9676218,8.6532586
113068.5,6111.810811,Cabin Boat,Regal power boats,"new boat from stock,Unleaded",2020,7.4,2.5,18.5,GRP,Germany Ã‚Â» Bayern Ã‚Â» Lindau am Bodensee,138,47.5534983,9.6928605
113400.6,5894.002079,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.6,19.24,GRP,Switzerland Ã‚Â» Lake of Zurich Ã‚Â» Altendorf,168,47.1914822,8.8299043
105000,2666.754712,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,12.19,3.23,39.3737,GRP,United Kingdom Ã‚Â» Poole,89,50.71505,-1.987248
112700,2391.562686,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,11.9,3.96,47.124,GRP,Germany Ã‚Â» Greifswald,280,54.0865463,13.3923414
112700,4064.336976,Offshore Boat,Sunseeker power boats,Used boat,2000,11.85,2.34,27.729,GRP,Switzerland Ã‚Â» Gottlieben,476,47.6635399,9.1348964
112700,2141.567696,Flybridge,Rodman power boats,"Used boat,Diesel",2005,12.5,4.21,52.625,GRP,Spain Ã‚Â» Alicante,41,38.3459963,-0.4906855
112700,4161.589306,Motor Yacht,AXOPAR power boats,Used boat,2019,9.18,2.95,27.081,GRP,"Croatia (Hrvatska) Ã‚Â» Zadar, (CRO)",173,44.119371,15.2313648
112700,2784.090909,Motor Yacht,Monterey power boats,"Used boat,Unleaded",2007,11.5,3.52,40.48,GRP,Netherlands Ã‚Â» Ijsselmeer,112,52.7978321,5.3235903
112700,1876.456876,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1997,14.3,4.2,60.06,GRP,Turkey Ã‚Â» Bodrum,100,37.034407,27.43054
112700,2331.450795,Hardtop,Cayman power boats,"Used boat,Diesel",2003,12.3,3.93,48.339,GRP,Italy Ã‚Â» Lazio Ã‚Â» Lazio,58,41.6552418,12.989615
112602,3393.670886,Flybridge,Sealine power boats,"Used boat,Diesel",1995,10.5,3.16,33.18,GRP,Germany Ã‚Â» MÃƒÂ¼ritz,83,51.165691,10.451526
112413.8,5751.096104,Motor Yacht,Cranchi power boats,new boat from stock,2019,7.85,2.49,19.5465,GRP,Italy Ã‚Â» onbekend,328,41.87194,12.56738
111671,5373.318898,Motor Yacht,Bayliner power boats,"new boat from stock,Diesel",2020,8.15,2.55,20.7825,GRP,Germany Ã‚Â» Nordrhein-Westfalen Ã‚Â» WSC Hopp / MÃƒÂ¶nchengladbach,111,51.2146449,6.4769025
111622,5581.1,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2007,8,2.5,20,GRP,"Germany Ã‚Â» BOOTSSERVICE ENK TREIS MOSEL BOO, BOOTSSERVICE ENK",82,50.1694204,7.29313
111622,5581.1,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2007,8,2.5,20,GRP,"Germany Ã‚Â» BOOTSSERVICE ENK TREIS MOSEL BOO, BOOTSSERVICE ENK",105,50.1694204,7.29313
111622,5060.500963,Sport Boat,Viper power boats,"Used boat,Unleaded",2018,8.65,2.55,22.0575,GRP,Germany Ã‚Â» 1,118,51.165691,10.451526
111930,5028.301887,Sport Boat,Windy power boats,"Used boat,Diesel",2001,8.4,2.65,22.26,GRP,Switzerland Ã‚Â» Lake Constance Ã‚Â» Marina Rheinhof,662,47.4981638,9.5579194
110838,5345.196759,Motor Yacht,Sea Ray power boats,"new boat from stock,Unleaded",2007,8.1,2.56,20.736,GRP,Germany Ã‚Â» Hamburg Ã‚Â» HAMBURG,197,53.5510846,9.9936818
110740,2426.178364,Motor Yacht,Doral power boats,"Used boat,Diesel",2007,11.98,3.81,45.6438,GRP,Croatia (Hrvatska) Ã‚Â» INFO DD-YACHTING,69,45.1,15.2
110740,5777.940102,Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2016,7.4,2.59,19.166,GRP,Germany Ã‚Â» Baden-WÃƒÂ¼rttemberg Ã‚Â» Baden-Baden,365,48.76564,8.2285242
111020,5324.70024,Sport Boat,Airon Marine power boats,Display Model,2017,8.34,2.5,20.85,GRP,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Horw,216,47.0184461,8.3079399
110929,5706.22428,Sport Boat,A. Mostes power boats,"Display Model,Unleaded",2007,8.1,2.4,19.44,GRP,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Horw,152,47.0184461,8.3079399
110929,6145.65097,Wakeboard/Wakesurf,Centurion power boats,"Used boat,Unleaded",2020,7.22,2.5,18.05,GRP,Switzerland Ã‚Â» Lake Geneva Ã‚Â» Le Bouveret,476,46.3852842,6.8530962
110083.4,4136.762993,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.9,2.99,26.611,GRP,Switzerland Ã‚Â» Lake Constance Ã‚Â» Uttwil,284,47.5834988,9.3404976
110073.6,4366.336634,Sport Boat,Tecnorib power boats,"new boat from stock,Unleaded",2020,8.08,3.12,25.2096,GRP,Switzerland Ã‚Â» Gottlieben,429,47.6635399,9.1348964
110245.6,5943.15903,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2020,7.42,2.5,18.55,GRP,Switzerland Ã‚Â» Lake Constance Ã‚Â» Romanshorn,239,47.5657078,9.3771959
109760,2104.435689,Flybridge,Carnevali power boats,"Used boat,Diesel",1997,11.99,4.35,52.1565,GRP,Italy Ã‚Â» Nord Adria,64,41.87194,12.56738
107800,4589.186888,Motor Yacht,Invictus power boats,"new boat from stock,Unleaded",2019,8.7,2.7,23.49,GRP,Switzerland Ã‚Â» Lake Geneva Ã‚Â» GenÃƒÂ¨ve,433,46.4414195,6.5295235
107800,2862.940064,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2005,10.82,3.48,37.6536,GRP,Germany Ã‚Â» Norddeutschland,82,51.165691,10.451526
107800,1295.716683,Flybridge,Johnson Yachts power boats,"Used boat,Diesel",1998,16.91,4.92,83.1972,GRP,Portugal Ã‚Â» Lisboa,194,38.7375703,-9.1245698
107800,2973.300971,Center console boat,Gagliotta power boats,Used boat,2004,10.3,3.52,36.256,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,20,43.7710513,11.2486208
107800,3318.965517,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2005,11.2,2.9,32.48,GRP,"Italy Ã‚Â» Lombardy, Soiano del Lago",119,45.5272387,10.5151099
107800,3956.25367,Offshore Boat,Baja power boats,"Used boat,Unleaded",2014,10.4,2.62,27.248,GRP,Spain Ã‚Â» Eivissa-San Juan,128,38.9067339,1.4205983
107800,2884.203767,Motor Yacht,Colombo power boats,"Used boat,Unleaded",2000,11.68,3.2,37.376,GRP,"Italy Ã‚Â» Lombardy, Soiano del Lago",150,45.5272387,10.5151099
107800,1957.793033,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1999,13.11,4.2,55.062,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Palma,181,39.5696005,2.6501603
107800,2106.785491,Hardtop,Cayman power boats,"Used boat,Diesel",1998,12.3,4.16,51.168,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,31,43.7710513,11.2486208
107800,1222.222222,Motor Yacht,Hatteras power boats,"Used boat,Diesel",1974,18,4.9,88.2,GRP,Italy Ã‚Â» Informationen BCM-Yachtsales,68,51.9854085,7.6977756
107800,2529.091592,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2007,11.1,3.84,42.624,GRP,Portugal Ã‚Â» Lisbon Ã‚Â» Lisboa,161,38.7222524,-9.1393366
107800,2106.785491,Deck Boat,Cayman power boats,"Used boat,Diesel",1999,12.3,4.16,51.168,GRP,Italy Ã‚Â» Mar Tirreno,37,40.6277743,14.8658148
107800,2815.724174,Motor Yacht,Pershing power boats,Used boat,1999,11.78,3.25,38.285,GRP,Spain Ã‚Â» Balearic Islands,100,39.35877592,2.735632782
107800,1955.90682,Motor Yacht,Sunseeker power boats,Used boat,1998,13.41,4.11,55.1151,GRP,Spain Ã‚Â» Balearic Islands,239,39.35877592,2.735632782
107800,2450,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2005,12.5,3.52,44,GRP,Spain Ã‚Â» INFO DD-YACHTING,153,40.463667,-3.74922
106898.4,5106.546413,Pilothouse,Galia power boats,"new boat from stock,Unleaded",2020,7.64,2.74,20.9336,GRP,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Alpnachstad,112,46.818188,8.227512
106820,2980.053006,Motor Yacht,Apreamare power boats,"Used boat,Diesel",2003,10.7,3.35,35.845,GRP,"Netherlands Ã‚Â» Flevoland Ã‚Â» Lelystad, Nederland",127,52.5311521,5.521973
106820,3917.55602,Motor Yacht,Cranchi power boats,Used boat,2014,9.15,2.98,27.267,GRP,Netherlands Ã‚Â» In verkoophaven,166,52.132633,5.291266
106820,2119.444444,Flybridge,Astor power boats,"Used boat,Diesel",2005,12,4.2,50.4,GRP,France Ã‚Â» Frankreich,52,46.227638,2.213749
106820,2033.272423,Motor Yacht,Pershing power boats,"Used boat,Diesel",1997,13.2,3.98,52.536,GRP,Netherlands Ã‚Â» Wanssum,97,51.5363948,6.0756528
106820,2478.882391,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2000,11.97,3.6,43.092,GRP,Spain Ã‚Â» Costa Blanca Ã‚Â» Alicante,48,38.3459963,-0.4906855
106820,2129.177829,Flybridge,Riviera power boats,"Used boat,Diesel",2001,12.48,4.02,50.1696,GRP,France Ã‚Â» CÃƒÂ´te d'Azur Ã‚Â» Hyeres,100,43.120541,6.128639
106820,6330.074074,Runabout,Frauscher power boats,"Used boat,Unleaded",2006,7.5,2.25,16.875,GRP,Germany Ã‚Â» Berlin Ã‚Â» Berlin,157,52.5200066,13.404954
104860,2249.973179,Flybridge,Fartes power boats,"Used boat,Diesel",2000,11.95,3.9,46.605,GRP,Spain Ã‚Â» Costa de la Luz Ã‚Â» Cadiz,120,36.5210142,-6.2804565
104860,3750.827178,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2019,9.35,2.99,27.9565,GRP,Spain Ã‚Â» Baleares Ã‚Â» Santa Ponca,176,39.5029445,2.4715422
104762,5040.875737,Cabin Boat,Bayliner power boats,"new boat on order,Unleaded",2021,8.15,2.55,20.7825,GRP,Germany Ã‚Â» Boote Pfister GmbH Schwebheim / Schweinfurt,192,49.9809949,10.2423556
104650,5656.756757,Sport Boat,Regal power boats,"Used boat,Unleaded",2020,7.4,2.5,18.5,GRP,Switzerland Ã‚Â» Lake of Zurich Ã‚Â» Altendorf,187,47.1914822,8.8299043
103419.4,3895.005235,Cabin Boat,Quicksilver power boats,"new boat on order,Unleaded",2007,8.91,2.98,26.5518,GRP,Germany Ã‚Â» 2,80,51.165691,10.451526
102900,2251.838235,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2006,11.9,3.84,45.696,GRP,Portugal Ã‚Â» Azores,73,38.5,-28
102900,2202.270757,Trawler,Menorquin power boats,"Used boat,Diesel",1999,11.95,3.91,46.7245,GRP,Portugal Ã‚Â» Porto,116,41.1566122,-8.619436
102900,3622.601655,Flybridge,Galeon power boats,"Used boat,Diesel",2008,9.5,2.99,28.405,GRP,Switzerland Ã‚Â» INFO DD-YACHTING,111,46.818188,8.227512
102900,2476.534296,Flybridge,Carnevali power boats,"Used boat,Diesel",2001,11.08,3.75,41.55,GRP,France Ã‚Â» Francia Mediterraneo,36,46.227638,2.213749
102900,1646.671371,Flybridge,Mochi Craft power boats,"Used boat,Diesel",1990,14.17,4.41,62.4897,GRP,Italy Ã‚Â» Friuli-Venezia Giulia,82,46.2259177,13.1033646
102900,2261.339662,Trawler,Chung Hwa power boats,"Used boat,Diesel",1993,11.52,3.95,45.504,GRP,Italy Ã‚Â» Adria,125,41.87194,12.56738
102900,2963.24027,Flybridge,Sessa power boats,"Used boat,Diesel",2005,9.95,3.49,34.7255,GRP,Italy Ã‚Â» Friuli-Venezia Giulia,83,46.2259177,13.1033646
102900,1913.962814,Motor Yacht,Azimut power boats,"Used boat,Diesel",1995,12.74,4.22,53.7628,GRP,Italy Ã‚Â» Friuli-Venezia Giulia,46,46.2259177,13.1033646
102900,3118.181818,Flybridge,Blue Sailors power boats,"Used boat,Diesel",2007,11,3,33,GRP,Croatia (Hrvatska) Ã‚Â» Kvarner,85,44.9,14.6
102900,2143.75,Center console boat,Cayman power boats,"Used boat,Diesel",2002,12,4,48,GRP,Italy Ã‚Â» Sardegna Ã‚Â» Sardegna,42,39.233497,9.096036
102900,2310.075431,Flybridge,Jeanneau power boats,"Used boat,Diesel",2003,11.6,3.84,44.544,GRP,Spain Ã‚Â» Alicante,62,38.3459963,-0.4906855
102900,1663.514234,Motor Yacht,Astondoa power boats,"Used boat,Diesel",1991,14.22,4.35,61.857,GRP,Spain Ã‚Â» Alicante,31,38.3459963,-0.4906855
102900,3425.546789,Deck Boat,Grady White Boats power boats,"Used boat,Unleaded",2008,9.3,3.23,30.039,GRP,Italy Ã‚Â» Veneto Ã‚Â» Veneto,49,45.4727059,12.3417755
102882.4,3235.295597,Flybridge,Balt Yacht power boats,"new boat from stock,Diesel",2020,10.6,3,31.8,GRP,Germany Ã‚Â» Potsdam - Deetz,184,52.3905689,13.0644729
102802,4423.493976,Sport Boat,Parker power boats,"new boat from stock,Unleaded",2007,8.3,2.8,23.24,GRP,Germany Ã‚Â» Hamburg Ã‚Â» HAMBURG,112,53.5510846,9.9936818
102675.6,5550.032432,Cabin Boat,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.5,18.5,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Lindau/Bodensee,98,47.5534983,9.6928605
102916.5,5548.059299,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2020,7.42,2.5,18.55,GRP,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Luzern,136,47.0501682,8.3093072
102453.1,5538.005405,Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.5,18.5,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Lindau/Bodensee,98,47.5534983,9.6928605
102214,4948.632292,Cabin Boat,Viper power boats,"new boat from stock,Diesel",2007,8.1,2.55,20.655,GRP,Germany Ã‚Â» 1,106,51.165691,10.451526
95000,2278.833237,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,11.58,3.6,41.688,GRP,United Kingdom Ã‚Â» Swanwick,26,55.378051,-3.435973
101920,5392.506997,Cabin Boat,Grandezza power boats,"new boat from stock,Unleaded",2007,7.53,2.51,18.9003,GRP,"Germany Ã‚Â» KÃƒÂ¶ln, Marine Olbermann",94,50.9277547,6.9629203
101643.6,4327.100894,Sport Boat,Invictus power boats,"new boat on order,Diesel",2020,8.7,2.7,23.49,GRP,Switzerland Ã‚Â» Lake Constance Ã‚Â» Goldach,146,47.4788311,9.4700004
101626,3945.108696,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2007,9.2,2.8,25.76,GRP,Germany Ã‚Â» Hamburg Ã‚Â» HAMBURG,43,53.5510846,9.9936818
101175.2,4469.540479,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.74,2.59,22.6366,GRP,Germany Ã‚Â» Gummersbach,78,51.0275951,7.5637505
100675.4,3691.962976,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"new boat from stock,Unleaded",2021,9.12,2.99,27.2688,GRP,Germany Ã‚Â» Niedersachsen Ã‚Â» Hannover,106,52.3758916,9.7320104
100450,4786.410311,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2007,8.23,2.55,20.9865,GRP,Germany Ã‚Â» Hamburg Ã‚Â» HAMBURG,96,53.5510846,9.9936818
100100,5967.213115,Wakeboard/Wakesurf,Moomba power boats,"new boat on order,Unleaded",2021,6.71,2.5,16.775,GRP,"Switzerland Ã‚Â» Murtensee Ã‚Â» Moomba Supra AG, Muntelier",292,46.9352585,7.1236051
100100,3512.280702,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2006,9.5,3,28.5,GRP,Switzerland Ã‚Â» Lake of Zurich Ã‚Â» Nuolen,282,47.199995,8.883339
100009,5628.792057,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2017,6.86,2.59,17.7674,GRP,Switzerland Ã‚Â» Murtensee Ã‚Â» 1580 Avenches,325,46.8906149,7.0415516
99470,4741.408075,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.1,2.59,20.979,GRP,Germany Ã‚Â» Gummersbach,68,51.0275951,7.5637505
99273.02,3739.096798,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,new boat from stock,2020,9,2.95,26.55,GRP,France Ã‚Â» France,81,46.227638,2.213749
99644.09,5693.948,Bowrider,Bryant Boats power boats,"Display Model,Unleaded",2020,7,2.5,17.5,GRP,Switzerland Ã‚Â» Horgen,246,47.260742,8.596363
98000,3043.478261,Fishing Boat,Boston Whaler power boats,"Used boat,Unleaded",2010,10,3.22,32.2,GRP,Italy Ã‚Â» Mar Tirreno,133,40.6277743,14.8658148
98000,2098.725774,Motor Yacht,Sunseeker power boats,Used boat,1992,14.15,3.3,46.695,GRP,"Netherlands Ã‚Â» Bezichtiging uitsluitend op afspraak, besichtigung",92,52.132633,5.291266
98000,2336.003051,Hardtop,Bavaria power boats,"Used boat,Unleaded",2007,11.4,3.68,41.952,GRP,Croatia (Hrvatska) Ã‚Â» Split,125,45.1,15.2
98000,2041.666667,Motor Yacht,Ta Yang power boats,"Used boat,Diesel",1981,12,4,48,GRP,Slovenia,110,46.151241,14.995463
98000,5776.769136,Wakeboard/Wakesurf,Correct Craft power boats,"Used boat,Unleaded",2015,6.55,2.59,16.9645,GRP,annecy,380,45.899247,6.129384
97999.02,4071.502108,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,8.05,2.99,24.0695,GRP,Germany Ã‚Â» Kieler Bucht mit Fehmarn Ã‚Â» Kiel,47,54.52,10.406667
97999.02,4965.545861,Center console boat,Tuccoli power boats,"Display Model,Unleaded",2019,7.77,2.54,19.7358,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,59,43.7710513,11.2486208
97990.2,5897.339913,Sport Boat,MasterCraft power boats,"new boat from stock,Unleaded",2007,6.7,2.48,16.616,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» HANN. MUENDEN/ BODENSEE,110,47.6363377,9.3892445
97990.2,3740.083969,Offshore Boat,Hustler power boats,"Used boat,Unleaded",2001,10.48,2.5,26.2,GRP,Germany Ã‚Â» Brandenburg,97,52.4125287,12.5316444
97990.2,4004.176201,Sport Boat,Parker power boats,"new boat from stock,Unleaded",2019,8.74,2.8,24.472,GRP,Germany Ã‚Â» Erftstadt-Liblar,181,50.8107602,6.8173069
97951,4050.909843,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",2007,8.06,3,24.18,GRP,Germany Ã‚Â» Berlin Ã‚Â» BOOTSCENTER KESER BERLIN,64,52.5105444,13.2048416
97902,2546.984266,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2008,10.56,3.64,38.4384,GRP,Croatia (Hrvatska),110,45.1,15.2
97902,4828.705302,Sport Boat,Nordkapp power boats,"new boat from stock,Unleaded",2007,8.11,2.5,20.275,GRP,Germany Ã‚Â» Nordrhein-Westfalen Ã‚Â» Grevenbroich,200,51.0902094,6.585863
97902,5152.736842,Sport Boat,Airon Marine power boats,new boat on order,2020,7.6,2.5,19,GRP,Germany Ã‚Â» Bayern Ã‚Â» Boote Pfister / auf Bestellung,104,48.4853882,10.860918
97510,3250.333333,Flybridge,Sealine power boats,"Used boat,Diesel",2005,10,3,30,GRP,Croatia (Hrvatska) Ã‚Â» Istra,116,45.1,15.2
97510,2214.626391,Motor Yacht,Sunseeker power boats,Used boat,1998,11.9,3.7,44.03,GRP,Netherlands Ã‚Â» In verkoophaven,102,52.132633,5.291266
97510,4025.54618,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2020,8.44,2.87,24.2228,GRP,Germany Ã‚Â» Erftstadt-Liblar,108,50.8107602,6.8173069
97510,1284.586412,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1995,16.61,4.57,75.9077,GRP,Italy Ã‚Â» INFO DD-YACHING,166,41.87194,12.56738
97510,3805.788108,Pilothouse,AXOPAR power boats,Used boat,2017,8.99,2.85,25.6215,GRP,Netherlands Ã‚Â» Bezichtiging op afspraak,154,52.132633,5.291266
97510,2425.893446,House Boat,Haines Marine power boats,"Used boat,Diesel",2012,10.55,3.81,40.1955,GRP,France Ã‚Â» Nordfrankreich,153,46.227638,2.213749
97500.2,3066.044025,Motor Yacht,Balt Yacht power boats,"new boat from stock,Unleaded",2020,10.6,3,31.8,GRP,Germany Ã‚Â» Potsdam - Deetz,328,52.3905689,13.0644729
97020,2787.931034,Offshore Boat,Cobalt power boats,"Used boat,Unleaded",2006,12,2.9,34.8,GRP,Croatia (Hrvatska) Ã‚Â» NOVIGRAD,136,45.3156571,13.5619471
97020,3357.093426,Trawler,Poldijk Jachtbouw B.V. power boats,"Used boat,Diesel",2008,8.5,3.4,28.9,GRP,Netherlands Ã‚Â» Lake Ijssel Ã‚Â» ÃƒÂœtrecht,208,52.0907374,5.1214201
97020,2174.049442,Center console boat,Raffaelli power boats,"Used boat,Diesel",2001,12.26,3.64,44.6264,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,29,43.7710513,11.2486208
97020,1054.10691,Motor Yacht,Hatteras power boats,"Used boat,Diesel",1976,19.5,4.72,92.04,GRP,Italy Ã‚Â» Adria,159,41.87194,12.56738
97020,2538.840172,Fishing Boat,Tiara power boats,"Used boat,Diesel",2007,10.03,3.81,38.2143,GRP,Italy Ã‚Â» Toscana Ã‚Â» LIVORNO,61,43.548473,10.3105674
97020,2115.716753,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2000,11.58,3.96,45.8568,GRP,Germany Ã‚Â» Berlin Ã‚Â» Brandenburg / Berlin,98,52.364787,13.511414
97020,1600.197922,Motor Yacht,Astor power boats,"Used boat,Diesel",1991,14.1,4.3,60.63,GRP,Croatia (Hrvatska),102,45.1,15.2
97020,1437.333333,Flybridge,Neptunus power boats,"Used boat,Diesel",1991,15,4.5,67.5,GRP,Italy Ã‚Â» Adria,147,41.87194,12.56738
97020,1437.333333,Flybridge,Neptunus power boats,"Used boat,Diesel",1991,15,4.5,67.5,GRP,Italy Ã‚Â» Adria,62,41.87194,12.56738
97020,1691.186724,Motor Yacht,Pershing power boats,"Used boat,Diesel",1999,14.2,4.04,57.368,GRP,Spain Ã‚Â» Ibiza,218,39.0200099,1.4821482
97020,2115.716753,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2000,11.58,3.96,45.8568,GRP,Germany Ã‚Â» Brandenburg Ã‚Â» Berlin / Brandenburg,130,52.4938053,13.4552919
97020,1607.979236,Cabin Boat,Apreamare power boats,"Used boat,Diesel",1998,13.62,4.43,60.3366,GRP,France Ã‚Â» CÃƒÂ´te d'Azur Ã‚Â» Villeneuve Loubet,168,43.6578919,7.122337
97020,2034.794098,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,11.95,3.99,47.6805,GRP,Croatia (Hrvatska) Ã‚Â» INFO DD-YACHTING,131,45.1,15.2
97020,3203.883495,Motor Yacht,Boston Whaler power boats,Used boat,2005,9.8,3.09,30.282,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Mallorca,104,39.6952629,3.0175712
97020,2535.794376,Hardtop,Jeanneau power boats,"Used boat,Diesel",2007,10.54,3.63,38.2602,GRP,Croatia (Hrvatska) Ã‚Â» INFO DD-YACHTING,48,45.1,15.2
97020,4668.350776,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2017,8.15,2.55,20.7825,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Konstanz,392,47.6688613,9.1615886
97020,1790.697674,Flybridge,Neptunus power boats,Used boat,1996,12.9,4.2,54.18,GRP,Netherlands Ã‚Â» In verkoophaven,107,52.132633,5.291266
97020,2553.157895,Motor Yacht,Maxum power boats,"Used boat,Diesel",2004,10,3.8,38,GRP,Germany Ã‚Â» Brandenburg Ã‚Â» Brandenburg,103,52.4125287,12.5316444
97020,2109.130435,Flybridge,Schachner power boats,"Used boat,Diesel",1994,11.5,4,46,GRP,Izola,174,32.7127953,-117.1529703
97020,4353.210392,Sport Boat,Cruisers Yachts power boats,"Used boat,Diesel",2015,8.74,2.55,22.287,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Konstanz,248,47.6688613,9.1615886
97020,2109.208384,Flybridge,Princess power boats,"Used boat,Diesel",1999,12.01,3.83,45.9983,GRP,Netherlands Ã‚Â» In verkoophaven,436,52.132633,5.291266
97370,6459.038143,Sport Boat,A. Mostes power boats,"new boat from stock,Unleaded",2020,6.7,2.25,15.075,GRP,Switzerland Ã‚Â» Lake of Zurich Ã‚Â» Obersee,132,47.2100594,8.8514369
96922,5503.17965,Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2019,6.8,2.59,17.612,GRP,Germany Ã‚Â» HANN. MUENDEN,193,51.419285,9.6557588
96902.4,3662.222222,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,"new boat from stock,Unleaded",2019,9,2.94,26.46,GRP,Austria Ã‚Â» Wiener Neustadt,91,47.80279,16.23318
